Date,Country,Event
15-03-2020,Bahamas,"Bahamas confirmed their first case, a person with no recent travel history."
15-03-2020,Bulgaria,"Bulgaria confirmed eight new cases, bringing the total number to 51."
15-03-2020,Finland,"Finland ceased testing for people returning from trips abroad, and all of the people suffering flu symptoms in the country. The tests are reserved for health professionals only."
15-03-2020,Guam,"Guam confirmed its first three cases, two people who arrived from Manila and one other person with no recent travel history."
15-03-2020,Indonesia,"Indonesia confirmed 21 more cases, bringing the total number to 117. Among the new diagnoses included North Sulawesi"
15-03-2020,Ireland,"Ireland confirmed 40 new cases, the largest to date. 169 total confirmed cases and 2 deaths."
15-03-2020,Italy,"Italy confirmed 3,590 more cases, bringing the total number to 24,747. The country also recorded 368 new deaths, bringing the total number to 1,809."
15-03-2020,Malaysia,"Malaysia confirmed 190 new cases, bringing the total number to 428. Most of these cases were linked to a gathering in Kuala Lumpur."
15-03-2020,Moldova,"Moldova confirmed 11 new cases, bringing the total number to 23."
15-03-2020,New Zealand,"New Zealand confirmed two new cases, a Wellington man and a Danish woman, bringing the total to 8."
15-03-2020,Saudi Arabia,"Saudi Arabia confirmed 15 new cases, bring the total number to 118"
15-03-2020,Singapore,"Singapore confirmed 14 new cases, bringing the total number to 226. This was the highest number of new cases in the country in a single day."
15-03-2020,Sri Lanka,"Sri Lanka confirmed eight more cases, bringing the total to 19. There were 18 active cases with one recovered case."
15-03-2020,Panama,"Panama confirmed several new cases, bringing the total number to 55."
15-03-2020,Thailand,"Thailand confirmed 32 more cases, bringing the total number to 114."
15-03-2020,Turkey,"Turkey confirmed 12 more cases, bringing the total number to 18."
15-03-2020,United Kingdom,"The United Kingdom confirmed 232 new cases, bringing the total number to 1,372. 14 more deaths were reported, bringing the total to 35."
15-03-2020,United States,"The United States confirmed 669 new cases, bringing the total number to 3,485. Five more deaths were reported, bringing the total number to 65."
15-03-2020,France,"Uzbekistan confirmed its first case, a citizen who had returned from France."
15-03-2020,Uzbekistan,"Uzbekistan confirmed its first case, a citizen who had returned from France."
16-03-2020,Belgium,"Benin confirmed its first case, a 49-year-old man who had traveled to Belgium and Burkina Faso."
16-03-2020,Benin,"Benin confirmed its first case, a 49-year-old man who had traveled to Belgium and Burkina Faso."
16-03-2020,Burkina Faso,"Benin confirmed its first case, a 49-year-old man who had traveled to Belgium and Burkina Faso."
16-03-2020,Bulgaria,"Bulgaria confirmed two new cases, bringing the total number to 53. Bulgaria later confirmed nine more cases, bringing the final total to 62."
16-03-2020,Costa Rica,Costa Rica confirmed 40 cases.
16-03-2020,Cyprus,"Cyprus confirmed 13 new cases, taking the total to 46."
16-03-2020,Egypt,"Egypt confirmed 40 new cases, taking the total to 166. It also confirmed two additional deaths."
16-03-2020,France,"France confirmed that cases had risen to 6,633 with 148 deaths."
16-03-2020,Germany,"Germany's cases rose to 7,272 with 17 deaths."
16-03-2020,Greece,Greece confirmed 21 new cases for a total of 352.
16-03-2020,Greenland,Greenland confirmed its first case.
16-03-2020,Guatemala,"Guatemala confirmed five more cases, bringing the total to 6 and the first death in the country from the virus."
16-03-2020,Indonesia,"Indonesia confirmed 17 more cases, 134 in total."
16-03-2020,Iran,"Iran's cases rose to 13,938 with its death toll rising by 129 to 853."
16-03-2020,Ireland,"Ireland confirmed 54 new cases, the largest to date. 223 total confirmed cases and 2 deaths."
16-03-2020,Italy,"Italy's confirmed cases rose to 27,980 and deaths to 2,158."
16-03-2020,Jordan,"Jordan confirmed four new cases, taking its total to 15."
16-03-2020,Kuwait,"Kuwait confirmed 11 new cases, taking the total to 123."
16-03-2020,Liberia,Liberia confirmed its first case.
16-03-2020,Malaysia,"Malaysia announced another 125 cases, taking it to a total of 553 with many of the new cases linked to a recent religious festival in the country."
16-03-2020,Moldova,"Moldova announced another six cases, taking its total to 29."
16-03-2020,Oman,"Oman confirmed two additional cases, raising the total to 24."
16-03-2020,Qatar,Qatar reported 64 new cases taking it to 401.
16-03-2020,Singapore,"Singapore confirmed 17 more cases, bringing the total number to 243. This was the biggest spike of new cases in a single day."
16-03-2020,Somalia,Somalia confirmed its first case.
16-03-2020,Spain,"Spain reported 9,942 cases and 342 deaths."
16-03-2020,Sri Lanka,"Sri Lanka confirmed eleven more cases, bringing the total to 29."
16-03-2020,Tanzania,Tanzania confirmed its first case.
16-03-2020,Turkey,"Turkey announced that the number of cases had risen to 47, with 29 new cases confirmed."
16-03-2020,United Kingdom,"The United Kingdom confirmed a total of 1,543 positive tests, up from 1,372."
16-03-2020,United States,"The United States confirmed 974 new cases, bringing the total number to 4,459. 22 more deaths were reported, bringing the total number to 87."
16-03-2020,Italy,"Ukraine confirmed two new cases: two women, one of whom recently returned from Italy."
16-03-2020,Ukraine,"Ukraine confirmed two new cases: two women, one of whom recently returned from Italy."
17-03-2020,Barbados,"Barbados reported its first two cases, people who recently returned from the US."
17-03-2020,Bulgaria,"Bulgaria confirmed five new cases, bringing the number to 67, and then an additional 14 new cases, bringing the total number to 81."
17-03-2020,Brazil,"Brazil confirmed the first death in the country, a 62-year-old man in the state of São Paulo."
17-03-2020,France,"France confirmed 7,730 people had now tested positive with 175 deaths."
17-03-2020,Gambia,Gambia reported its first case.
17-03-2020,Hungary,"Hungary reported 11 new cases, bringing the total number to 50."
17-03-2020,Indonesia,"Indonesia reported 38 new cases, bringing the total number to 172."
17-03-2020,Ireland,"Ireland confirmed 69 new cases, the largest to date. 292 total confirmed cases and 2 deaths."
17-03-2020,Italy,"Italy confirmed an increase to 31,506 cases and 2,503 deaths."
17-03-2020,Kuwait,"Kuwait confirmed seven new cases, taking the total to 130."
17-03-2020,Malaysia,"Malaysia reported its first two deaths, a 60 year old pastor in Sarawak and a 34-year-old man from Johor who had attended a Muslim religious gathering. 120 new cases were also confirmed, bringing the total number to 673."
17-03-2020,Netherlands,"The Netherlands confirmed 1,705 cases and 43 deaths."
17-03-2020,New Zealand,"New Zealand confirmed four new cases, bringing the total to 12."
17-03-2020,Pakistan,Pakistan confirmed its first death.
17-03-2020,Philippines,"The Philippines reported 45 new cases, taking the total to 187."
17-03-2020,Singapore,"Singapore confirmed 23 new cases, bringing the total number to 266. This was the highest number of new cases in the country in a single day so far."
17-03-2020,Slovakia,"Slovakia confirmed 25 new cases, bringing the total number to 97."
17-03-2020,Panama,"Panama confirmed several new cases, bringing the total number to 86."
17-03-2020,Ukraine,"Ukraine reported seven new cases and its second death, bringing the total number of cases to 14."
17-03-2020,United Kingdom,"The United Kingdom reported 407 new cases, with the total rising from 1,543 to 1,950."
17-03-2020,United States,"The United States confirmed 1,676 new cases, bringing the total number to 6,135. 25 more deaths were reported, bringing the total number to 112."
18-03-2020,Bermuda,Bermuda confirmed its first two cases.
18-03-2020,Bangladesh,Bangladesh confirmed its first death.
18-03-2020,Costa Rica,Costa Rica confirmed its first death.
18-03-2020,Djibouti,Djibouti confirmed its first case.
18-03-2020,El Salvador,El Salvador confirmed its first case.
18-03-2020,Guatemala,"Guatemala confirmed two additional cases, bringing the total to 8."
18-03-2020,Ireland,"Ireland confirmed 74 new cases, the largest to date. 366 total confirmed cases and 2 deaths."
18-03-2020,Italy,"Italy reported 4,207 new cases and 475 new deaths. The total number of cases reached 35,713 and the total death toll rose to 2,978."
18-03-2020,Kyrgyzstan,"Kyrgyzstan reported its first cases, three people who had recently returned from a pilgrimage to Saudi Arabia."
18-03-2020,Saudi Arabia,"Kyrgyzstan reported its first cases, three people who had recently returned from a pilgrimage to Saudi Arabia."
18-03-2020,Malaysia,"Malaysia confirmed 117 new cases, bringing the total number to 790."
18-03-2020,Mauritius,Mauritius announced its first three cases.
18-03-2020,Moldova,Moldova confirmed its first death
18-03-2020,Montserrat,"Montserrat confirmed its first case, a person who visited the United Kingdom."
18-03-2020,United Kingdom,"Montserrat confirmed its first case, a person who visited the United Kingdom."
18-03-2020,New Caledonia,New Caledonia confirmed its first two cases.
18-03-2020,New Zealand,"New Zealand confirmed eight new cases, bringing the total to 20."
18-03-2020,Nicaragua,"Nicaragua confirmed its first case, imported from Panama."
18-03-2020,Panama,"Nicaragua confirmed its first case, imported from Panama."
18-03-2020,Singapore,"Singapore confirmed 47 new cases, bringing the total number to 313. This was the highest number of new cases in the country in a single day so far."
18-03-2020,Slovakia,Slovakia confirmed its first death.
18-03-2020,Panama,"Panama confirmed several new cases, bringing the total to 109."
18-03-2020,United Kingdom,"The United Kingdom confirmed 676 new cases, taking it to a total of 2,626."
18-03-2020,United States,"The United States confirmed 2,601 more cases, bringing the total number to 8,736. 37 more deaths were reported, bringing the total number to 149."
18-03-2020,Zambia,Zambia reported its first two cases.
19-03-2020,Angola,"Angola confirmed its first case, a Chinese businessman."
19-03-2020,Cameroon,"Chad confirmed its first case, a Moroccan national who had traveled to the country from Cameroon."
19-03-2020,Chad,"Chad confirmed its first case, a Moroccan national who had traveled to the country from Cameroon."
19-03-2020,China,China reported no new cases of local infections but confirmed 34 new cases from overseas arrivals.
19-03-2020,Fiji,Fiji confirmed its first case.
19-03-2020,Guatemala,"Guatemala confirmed one additional case, raising the total to 9."
19-03-2020,Haiti,Haiti reported its first two cases.
19-03-2020,Ireland,"Ireland confirmed 191 new cases, the largest to date with more than two and a half times the confirmed cases of 18 March, and a third death, bringing the total number of cases to 557."
19-03-2020,Spain,"Isle of Man confirmed its first case, a person who recently returned from Spain."
19-03-2020,China,"Italy's number of cases rose to 41,035 from a previous 35,713, up by 5,322, a faster rate of growth than the past three days. They also overtook China as the country with the most deaths, registering 3,405 dead, a rise of 427 from the day before."
19-03-2020,Italy,"Italy's number of cases rose to 41,035 from a previous 35,713, up by 5,322, a faster rate of growth than the past three days. They also overtook China as the country with the most deaths, registering 3,405 dead, a rise of 427 from the day before."
19-03-2020,Malaysia,"Malaysia confirmed 110 new cases, bringing the total number to 900."
19-03-2020,New Zealand,"New Zealand confirmed eight new cases, bringing the total to 28."
19-03-2020,Burkina Faso,"Niger confirmed its first case, a local 36-year-old man who traveled a lot to Togo, Ghana, Ivory Coast and Burkina Faso due to work."
19-03-2020,Ghana,"Niger confirmed its first case, a local 36-year-old man who traveled a lot to Togo, Ghana, Ivory Coast and Burkina Faso due to work."
19-03-2020,Niger,"Niger confirmed its first case, a local 36-year-old man who traveled a lot to Togo, Ghana, Ivory Coast and Burkina Faso due to work."
19-03-2020,Togo,"Niger confirmed its first case, a local 36-year-old man who traveled a lot to Togo, Ghana, Ivory Coast and Burkina Faso due to work."
19-03-2020,France,Ibrahim Milhem confirmed three new cases bringing the total to 47. He said in the daily briefing that two cases were students returning home from France and quarantined before being in contact with anyone. The third is for a person from Nablus previously suspected of having the disease and was kept in home quarantine.
19-03-2020,Panama,"Panama reported several new cases, bringing the total number to 137."
19-03-2020,Pakistan,Pakistan confirmed 70 additional cases.
19-03-2020,Singapore,"Singapore confirmed 32 new cases, bringing the total number to 345."
19-03-2020,Spain,"Spain reported a large increase in cases, with 17,147 cases and 767 deaths."
19-03-2020,United Kingdom,"The United Kingdom's total of diagnosed cases rose to 3,229, an increase of 603, with the death toll rising to 144."
19-03-2020,United States,"The United States confirmed 4,397 more cases, bringing the total number to 13,133. 46 more deaths were reported, bringing the total number to 195."
20-03-2020,Cape Verde,"Cape Verde confirmed its first case, a 62-year-old English tourist."
20-03-2020,East Timor,East Timor confirmed its first case.
20-03-2020,Guatemala,"Guatemala confirmed three additional cases, bringing the total to 12."
20-03-2020,Ireland,"Ireland confirmed 126 new cases, less than that of 19 March. 683 total confirmed cases and 3 deaths."
20-03-2020,Madagascar,Madagascar reported its first three cases.
20-03-2020,Malaysia,"Malaysia confirmed its third death. In addition, 130 new cases were confirmed, bringing the total number to 1,030."
20-03-2020,New Zealand,"New Zealand confirmed 11 new cases, bringing the total to 39."
20-03-2020,Panama,"Panama reported over 60 new cases, bringing the total number to 200."
20-03-2020,Guinea,Papua New Guinea confirmed its first case.
20-03-2020,Papua New Guinea,Papua New Guinea confirmed its first case.
20-03-2020,Singapore,"Singapore confirmed 40 new cases, bringing the total number to 385."
20-03-2020,Uganda,Uganda confirmed its first case.
20-03-2020,Ukraine,"Ukraine confirmed 15 new cases, bringing the total number to 41."
20-03-2020,United Kingdom,"The United Kingdom confirmed that positive test results had risen to 3,983 and there had been 177 deaths."
20-03-2020,United States,"The United States confirmed 5,630 more cases, bringing the total number to 18,763. 63 more deaths were reported, bringing the total number to 258."
20-03-2020,Zimbabwe,Zimbabwe confirmed its first case.
21-03-2020,China,"China reports no new cases of local infections but confirms 41 new cases from overseas travelers, bringing the total number of overseas infected to 269."
21-03-2020,Eritrea,"Eritrea confirmed its first case, a 39-year-old Eritrean national with permanent residence in Norway."
21-03-2020,Norway,"Eritrea confirmed its first case, a 39-year-old Eritrean national with permanent residence in Norway."
21-03-2020,Guatemala,"Guatemala confirmed five new cases, bringing the total to 17."
21-03-2020,Indonesia,"Indonesia confirmed 81 new cases, bringing the total to 450. The number of deaths rose by six to 38."
21-03-2020,Ireland,"Ireland confirmed 102 new cases, less than that of 20 March, with a total of 785 total confirmed cases and 3 deaths."
21-03-2020,Malaysia,"Malaysia confirmed five more deaths, bringing the total to 8. Separately, 153 new cases were confirmed, bringing the total number to 1,183."
21-03-2020,New Zealand,"New Zealand reported 13 new cases, bringing the total to 52."
21-03-2020,Philippines,"The Philippines recorded 77 new cases, bringing the total number to 307."
21-03-2020,Indonesia,"Singapore confirmed its first two deaths, a 64-year-old Indonesian man and a 75-year-old Singaporean woman."
21-03-2020,Singapore,"Singapore confirmed its first two deaths, a 64-year-old Indonesian man and a 75-year-old Singaporean woman."
21-03-2020,United Kingdom,"The United Kingdom confirmed that positive test results had risen to 5,018 and there had been 233 deaths."
21-03-2020,United States,"The United States confirmed 4,886 more cases, bringing the total number to 23,649. 44 more deaths were reported, bringing the total number to 302."
22-03-2020,China,"China reported 39 new cases, down from 46 a day earlier. All of these cases were overseas travelers."
22-03-2020,Dominica,"Dominica confirmed its first case, a 54-year-old man who recently arrived from the United Kingdom."
22-03-2020,United Kingdom,"Dominica confirmed its first case, a 54-year-old man who recently arrived from the United Kingdom."
22-03-2020,Grenada,"Grenada confirmed its first case, a woman who recently travelled to the UK."
22-03-2020,Indonesia,"Indonesia confirmed 64 new cases, bringing the total number to 514."
22-03-2020,Ireland,"Ireland confirmed 121 new cases, more than that of 21 March, and a fourth death, with a total of 906 total confirmed cases and 4 deaths."
22-03-2020,Malaysia,"Malaysia confirmed two more deaths, bringing the total to 10. There were also 123 new cases confirmed, bringing the total number to 1,306."
22-03-2020,Mozambique,Mozambique confirmed its first case.
22-03-2020,New Zealand,"New Zealand reported 14 new cases, bringing the total to 66."
22-03-2020,Romania,"Romania confirmed its first death, a 67-year-old man suffering from cancer. A total of 367 cases had since been recorded."
22-03-2020,Singapore,"Singapore confirmed 23 new cases, bringing the total number to 455."
22-03-2020,United Kingdom,"The United Kingdom confirmed that positive test results had risen to 5,683 and there had been 281 deaths."
22-03-2020,United States,"The United States confirmed 10,351 more cases, bringing the total number to 34,000. 111 more deaths were reported, bringing the total number to 413."
22-03-2020,Ukraine,"Ukraine confirmed 26 more cases, bringing the total number to 73."
23-03-2020,Belize,"Belize confirmed its first case, a local resident who recently returned from Los Angeles."
23-03-2020,Indonesia,"Indonesia confirmed 65 new cases, bringing the total number to 579."
23-03-2020,Ireland,"Ireland confirmed 219 new cases, the largest increase to date, and two deaths, with a total of 1,125 total confirmed cases and 6 deaths."
23-03-2020,Myanmar,Myanmar confirmed its first two cases.
23-03-2020,New Zealand,"New Zealand confirmed 36 new cases, bringing the total number to 102."
23-03-2020,Panama,"Panama confirmed several new cases, bringing the total number to 345. Panama also confirmed several new deaths, bringing the total number to 6."
23-03-2020,Singapore,"Singapore confirmed 54 new cases, bringing the total number to 509."
23-03-2020,United Kingdom,"The United Kingdom confirmed that positive test results had risen to 6,650 and there had been 335 deaths."
24-03-2020,China,"China reports 78 newly confirmed cases including 74 imported cases, bringing the total number of imported cases to 427."
24-03-2020,Indonesia,"Indonesia confirmed 107 new cases, the largest increase it has had to date, bringing the total number of cases to 686."
24-03-2020,Ireland,"Ireland confirmed 204 new cases, fewer than that of 23 March, and one death, giving a total of 1,329 total confirmed cases and 7 deaths."
24-03-2020,Italy,"Italy confirmed 5,249 new cases and 743 new deaths, taking the country to a total of 69,176 cases and 6,820 deaths."
24-03-2020,Laos,Laos reported its first two cases.
24-03-2020,Libya,Libya confirmed its first case.
24-03-2020,Malaysia,"Malaysia reported 106 new cases, bringing the total number to 1,624. Malaysia also reported one death, bringing the total number of deaths to 15."
24-03-2020,New Caledonia,"New Caledonia reported two new cases, bringing the total to nine."
24-03-2020,New Zealand,"New Zealand confirmed 40 new cases, and started including probable cases in its count. The inclusion brings New Zealand's total to 155."
24-03-2020,Panama,"Panama confirmed 98 new cases, bringing the total number to 443, and 2 deaths, bringing the total number to 8."
24-03-2020,Singapore,"Singapore confirmed 49 new cases, bringing the total number to 558."
24-03-2020,Ireland,"The United Kingdom confirmed that positive test results had risen to 8,077 and there had been 422 deaths.  The 8,077 cases included 6,843 in England, 584 in Scotland, 478 in Wales and 172 in Northern Ireland."
24-03-2020,United Kingdom,"The United Kingdom confirmed that positive test results had risen to 8,077 and there had been 422 deaths.  The 8,077 cases included 6,843 in England, 584 in Scotland, 478 in Wales and 172 in Northern Ireland."
25-03-2020,Guinea,Guinea-Bissau reported its first two cases.
25-03-2020,Ireland,"Ireland confirmed 235 new cases, the largest increase to date, and two deaths, giving a total of 1,564 total confirmed cases and 9 deaths."
25-03-2020,Latvia,"Latvia reported 24 new cases,"
25-03-2020,Mali,Mali reported its first two cases.
25-03-2020,New Zealand,"New Zealand reported 50 new cases including probable cases, bringing the total number of confirmed and probable cases to 205."
25-03-2020,Peru,"Peru confirmed two deaths, bringing the death toll to 9."
25-03-2020,Singapore,"Singapore confirmed 73 new cases, bringing the total number to 631."
25-03-2020,United Kingdom,"The United Kingdom confirmed that positive test results had risen to 9,529 and there had been 463 deaths."
26-03-2020,Anguilla,Anguilla reported its first two cases.
26-03-2020,Iran,"Iran reported 2,389 new cases and 175 deaths within the last 24 hours, bringing Iran's total death toll to 2,234."
26-03-2020,Ireland,"Ireland confirmed 255 new cases, the largest increase to date, and ten deaths, the largest jump in deaths to date (previously 2 deaths in one day), giving a total of 1,819 total confirmed cases and 19 deaths."
26-03-2020,New Zealand,"New Zealand reported 78 confirmed and probable cases, bringing the total to 283. A total of 27 people have recovered from the virus."
26-03-2020,Panama,"Panama confirmed 116 new cases, bringing the total to 674, and confirmed a new death, bringing the total to 9. "
26-03-2020,Singapore,"Singapore confirmed 52 new cases, bringing the total number to 683."
26-03-2020,Spain,"Spain confirmed a further 655 deaths, taking the country's death toll to 4,000."
27-03-2020,China,"China reported 67 new imported cases, bringing the total number of infected cases to 81,285."
27-03-2020,Ireland,"Ireland confirmed 302 new cases, the largest increase to date, and 3 deaths. This gave a total of 2,121 confirmed cases and 22 deaths. The government issued strict guidelines beginning at midnight where people must stay at home with specific exceptions such as essential employees for essential businesses. Notably, residents would be allowed to leave solely for going to the grocery store, pharmacy, for a medical appointment, or for exercise with a maximum 2 km radius from their house where social distancing must be practiced and exercise time must be kept short."
27-03-2020,Italy,"Italy confirmed a new highest single-day death toll with 919 deaths (surpassing Spain's total released earlier in the day), increasing the country's total to 9,134. Overall confirmed cases of infection rose by 5,959 to 86,498."
27-03-2020,Spain,"Italy confirmed a new highest single-day death toll with 919 deaths (surpassing Spain's total released earlier in the day), increasing the country's total to 9,134. Overall confirmed cases of infection rose by 5,959 to 86,498."
27-03-2020,Indonesia,"Malaysia confirmed its 24th death, a 35-year-old man who traveled to Indonesia earlier in the month. The country has reported a total of 2,031 cases, the highest in Southeast Asia."
27-03-2020,Malaysia,"Malaysia confirmed its 24th death, a 35-year-old man who traveled to Indonesia earlier in the month. The country has reported a total of 2,031 cases, the highest in Southeast Asia."
27-03-2020,New Zealand,"New Zealand confirmed 85 new confirmed and probable cases, bringing the total to 368."
27-03-2020,Panama,"Panama confirmed 112 new cases, bringing the total to 786, and confirmed 5 new deaths, bringing the total to 14. "
27-03-2020,Singapore,"Singapore confirmed 49 new cases, bringing the total number to 732."
27-03-2020,South Africa,South Africa confirmed its first death at the same time as when the lockdown in the country began.
27-03-2020,Spain,"Spain recorded the highest single-day death toll worldwide to date, with 769 deaths. There were now 64,059 confirmed cases, up from 56,188."
27-03-2020,United States,"The United States confirmed at least 101,242 cases based on figures collated by Johns Hopkins University, overtaking China (81,782) and Italy (80,589). The US death toll surpassed 1,500."
27-03-2020,China,"The United States confirmed at least 101,242 cases based on figures collated by Johns Hopkins University, overtaking China (81,782) and Italy (80,589). The US death toll surpassed 1,500."
27-03-2020,Italy,"The United States confirmed at least 101,242 cases based on figures collated by Johns Hopkins University, overtaking China (81,782) and Italy (80,589). The US death toll surpassed 1,500."
27-03-2020,India,The first oil refinery shutdowns in India and Europe were announced while global refinery runs drop in response to plunging demand as countries worldwide implement lockdowns.
28-03-2020,Ireland,"Ireland confirmed 294 new cases and 14 deaths, the largest death toll to date. This gave a total of 2,415 confirmed cases and 36 deaths."
28-03-2020,Italy,"Italy surpassed 10,000 deaths attributed to the virus."
28-03-2020,New Zealand,"New Zealand reported 83 new cases including 78 confirmed and five probable cases, bringing the total to 451."
28-03-2020,Panama,"Panama confirmed 115 new cases, bringing the total to 901, and confirmed 3 new deaths, bringing the total to 17."
28-03-2020,Singapore,"Singapore confirmed 70 new cases, bringing the total number to 802."
28-03-2020,United Kingdom,"The United Kingdom confirmed that positive test results had risen to 17,089 and there had been 260 new deaths, increasing the total to 1,019."
29-03-2020,Ireland,"Ireland confirmed 200 new cases and 10 deaths. This gives a total of 2,615 confirmed cases and 46 deaths."
29-03-2020,Israel,"Israel reported 628 new cases, bringing the total to 4,247. The country also reported three new deaths, bring the total number to 15."
29-03-2020,Malaysia,"Malaysia reported seven new deaths, bringing the total to 34. The country also confirmed 150 new cases, bringing the total number to 2,470."
29-03-2020,New Zealand,"New Zealand reported 60 new confirmed and 3 new probable cases, bringing the total number of confirmed and probable cases to 514. The country also recorded its first death."
29-03-2020,Panama,"Panama confirmed 88 new cases, bringing the total to 989, and confirmed 7 new deaths, bringing the total to 24."
29-03-2020,Singapore,Singapore confirmed its third death.
30-03-2020,Botswana,Botswana recorded its first three cases.
30-03-2020,France,"France reported 418 deaths in the past 24 hours, bringing the total number of fatalities to 3,024. France has 44,550 confirmed cases."
30-03-2020,Iran,"Iran confirmed 2,757 official deaths, with more than 40,000 confirmed cases."
30-03-2020,Ireland,"Ireland confirmed 295 new cases and 8 deaths. This gave a total of 2,910 confirmed cases and 54 deaths."
30-03-2020,New Zealand,"New Zealand reported 76 new cases, bringing the total number of confirmed and probable cases to 589."
30-03-2020,Panama,"Panama confirmed 86 new cases, bringing the total to 1,075, and reported 27 deaths so far. "
30-03-2020,Singapore,"Singapore confirmed 35 new cases, bringing the total number to 879."
30-03-2020,Spain,Spain reported that 812 people have died from the coronavirus in the period between Sunday and Monday.
30-03-2020,United States,"In the United States, New York state's official death toll exceeded 1,000."
31-03-2020,Burundi,Burundi confirmed its first two cases.
31-03-2020,China,"China reported 48 new confirmed ""imported cases"" of the coronavirus but no new domestically transmitted cases on 30 March."
31-03-2020,Guam,"Guam confirmed two new cases, bringing the total number to 58."
31-03-2020,Ireland,"Ireland confirmed 325 new cases, the most to date, and 17 deaths, the most to date. This gave a total of 3,235 confirmed cases and 71 deaths."
31-03-2020,Malaysia,"Malaysia reported six new deaths, bringing the total death toll to 43. In addition, 140 new cases were confirmed, bringing the total number to 2,766."
31-03-2020,New Zealand,"New Zealand confirmed 58 new confirmed and probable cases, bringing the total number to 647. 74 people have recovered."
31-03-2020,Panama,"Panama confirmed 106 new cases, bringing the total to 1,181, and reported 3 new deaths, bringing the total to 30. "
31-03-2020,Sierra Leone,Sierra Leone confirmed its first case.
31-03-2020,Singapore,"Singapore confirmed 47 new cases, bringing the total number to 926."
